topicIdx,short,key,usercode,created,long,version,mode,conf,wordNum,duration,randomImage_idx
44,ARTS ,5018440309932032,YCJWZ3NA,2015-03-04T02:26:32,THIS WOULD BE AN ART SECTION WHERE SOMEONE WAS REVIEWING DIFFERENT PERFORMING ARTS,4,word,4,20,41,2
5,place and time,5018780149219328,AGPCLK8S,2015-03-05T13:35:39,What will happen on where tomorrow?,4,topic-in-a-box,3,5,59,3
1,New York government,5019064959238144,ILQ96JQ0,2015-03-05T17:26:08,The words describe the happenings of the New York State legislature.,4,word,5,20,46,2
41,sports,5019661154385920,X0LVROEL,2015-03-05T15:00:53,Discussing the difference in hockey and basketball.,4,topic-in-a-box,3,20,21,2
3,Radio Show,5020920385110016,QAE8QYPX,2015-03-04T09:08:06,A radio show was reviewed and it talked about the number of viewers reported that night.,4,topic-in-a-box,4,10,50,1
34,Snow Pictures,5021357129596928,3QY34690,2015-03-03T13:55:50,A description of outdoor scenes during winter. ,4,histogram,3,10,21,1
5,nightlife,5022164046577664,WT69V85O,2015-03-05T13:32:12,Every city has its neighborhood that comes alive at night.,4,wordcloud,2,10,54,5
18,California sports news,5022845604200448,PN4VV58C,2015-03-05T18:02:32,"Various sports news relating to major teams in California, their staff, terms, contracts, and related things.",4,word,4,10,49,2
10,Travel,5024063764299776,8EWK9UDA,2015-03-05T16:34:09,Travel by air to a vacation destination,4,wordcloud,4,20,39,3
26,ecstatic environment,5024356895817728,0GABLDWP,2015-03-05T00:30:14,Almost all the clubs perform all kinds of musical types.,4,wordcloud,5,20,99,1
28,greek fashion design,5028805408194560,OJPXOK6W,2015-03-05T18:39:21,greek fashion design years of collections,4,topic-in-a-box,3,10,40,2
35,Corporate executive.,5029510856572928,0IXWQ8TK,2015-03-05T17:47:23,A bio of a someone who owns companies.,4,wordcloud,3,5,30,5
34,racisms,5030248517206016,X0LVROEL,2015-03-05T15:00:53,American people and the way they deal with each other socially.,4,topic-in-a-box,4,20,43,2
15,artistic films,5030679624548352,1UWFUHZ0,2015-03-05T16:57:29,"movies, films and directors are like art and artists",4,histogram,3,10,52,3
29,Advertising recant group,5030866455625728,C74EN8Z4,2015-03-05T20:36:38,Correcting a mistake in an earlier article about advertising,4,word,3,10,28,1
8,Owing a home,5031583983599616,Y0NYSJQW,2015-03-03T09:03:32,How to own a home. ,4,topic-in-a-box,3,5,20,1
14,pharmaceutical discovery,5032738524495872,1OI9VJ20,2015-03-04T04:44:04,Medical research has resulted in the discovery of new drugs to treat patients.,4,word,5,10,63,1
28,Nuclear technology,5032764562735104,29JEYGKS,2015-03-03T09:51:10,The United States is a respected nuclear power in the international communtiy.,4,wordcloud,4,5,62,3
8,Stock market update,5033977085689856,651LUOQV,2015-03-05T15:19:42,Report on recent trends in the stock market.,4,word,3,5,33,4
31,war in Iraq,5034589386964992,FPX2DGQA,2015-03-03T12:19:28,The war in Iraq has become a proud american concept.,4,topic-in-a-box,2,5,49,4
22,Questioning reports,5034774607429632,2IF7KZYB,2015-03-04T14:25:14,According to a recent report an article made public is being questioned.,4,topic-in-a-box,4,10,54,5
0,Iraqi Military States,5036032495976448,1CQCD6QL,2015-03-03T02:52:55,The Iraqi Military states American captured in Iraq.,4,topic-in-a-box,4,5,50,5
38,A tennis game,5037892485251072,680E6LD3,2015-03-04T21:59:42,"A game of tennis, describing the match",4,histogram,4,20,34,3
37,The democratic senator,5038300238708736,DAVUGB7A,2015-03-03T22:16:14,The democratic senator went against the rebulican,4,word,3,5,57,1
0,treats for dogs,5038512571154432,1L9KZI8S,2015-03-03T07:26:13,how to make homemade dog treats,4,word,3,10,49,2
42,foreign affairs,5040437790244864,ZGQEYEIL,2015-03-05T15:09:09,North African and Middle Eastern government transitions,4,topic-in-a-box,4,20,85,3
2,tv ratings,5040933858967552,31Q82D58,2015-03-05T18:24:50,Article on ratings about Fox networks,4,word,4,20,39,3
38,playing,5041140554268672,2IZ745O8,2015-03-04T16:43:20,williams won the scond final open,4,histogram,2,5,54,3
6,US Government,5041949081862144,BAURDYDB,2015-03-03T07:27:48,Topics based on US Government.,4,histogram,5,10,34,2
17,Supreme court trial,5043923156205568,7QNK6G6E,2015-03-05T15:01:29,A possible supreme court trail for the boston bomber.,4,wordcloud,4,20,81,2
38,World Tennis Open,5044549952995328,ZUK5S752,2015-03-05T22:28:44,One of the Williams' sisters have came in second after a win the year prior.,4,histogram,4,10,66,2
23,Family,5045382371344384,SC85Y3J4,2015-03-05T16:50:57,"Usually a family contains a father, a mother, and children.",4,topic-in-a-box,4,10,20,5
48,training season,5047103042617344,C5GCJL3M,2015-03-05T15:05:25,Preparing for the upcoming baseball season,4,wordcloud,3,10,42,3
8,economy,5048458641670144,ZXU3ML9M,2015-03-05T16:04:24,There is an increase in spending.,4,wordcloud,4,5,37,4
17,Criminal justice,5048768416186368,51YAF12W,2015-03-04T04:41:13,the system of prosecution in the united states,4,word,4,5,14,5
36,Financial Invesments,5048992291356672,XWE11IJV,2015-03-05T19:14:36,Financial Investments involve many different positions and deals.,4,topic-in-a-box,3,20,98,4
36,urban,5049067184848896,TW4RQGO4,2015-03-05T15:15:02,These are all items you would see in an urban setting.,4,histogram,4,10,18,2
30,Middle East Conflict,5049429035843584,H40KBT31,2015-03-05T16:45:41,These are words associated with the Iraqi war.,4,word,4,20,39,5
38,Tennis,5050734974337024,07LVEH16,2015-03-03T14:02:25,A sports event,4,word,4,10,38,1
30,Iraq War,5052426117709824,B9KWZWYC,2015-03-03T14:11:26,The americans try to help the iraqi people.,4,word,1,20,43,2
13,police report,5052606774771712,6O7RETY5,2015-03-05T16:17:51,report of incident involving police,4,histogram,3,20,29,2
46,Art Museum ,5052990100602880,6QVA7WE2,2015-03-06T00:18:08,This is about an art museum,4,histogram,4,20,20,2
44,Production theater,5053647499034624,IR05FG90,2015-03-03T06:42:27,"It is about the preformance arts, such as dance, ballet, plays, and musicals.",4,wordcloud,4,20,53,2
14,medicine,5053964521308160,RK3TSEQH,2015-03-05T18:08:16,these are medical terms to improve health,4,wordcloud,4,10,12,1
48,baseball season,5054221145604096,KCUVD8GJ,2015-03-03T12:16:39,Baseball league updates for the new season,4,histogram,4,10,52,5
11,People want ,5054249331326976,O7TYH8TA,2015-03-06T14:40:58,"This is a article on what people want , and what people feel they are entitled to get.",4,histogram,4,20,200,5
30,advertising,5054845526474752,XB2FBQ56,2015-03-05T18:13:33,This is how advertising works.,4,topic-in-a-box,4,10,16,1
37,politics,5055492992794624,J9BA1ZV3,2015-03-05T15:28:25,elements of political campaigns,4,histogram,4,20,16,5
3,media,5056095093522432,84BG5PUZ,2015-03-03T12:25:50,Media outlets and their viewers.,4,topic-in-a-box,2,5,48,3
16,working at home,5056826311704576,1UWFUHZ0,2015-03-05T16:57:29,People who work at home longer say it helps their family.,4,histogram,2,10,45,3
28,foreign relations,5057348418666496,YN6KZFAB,2015-03-05T17:59:53,These words have to do with several nations relationship with eachother,4,wordcloud,4,20,31,2
29,advertising,5057734697287680,2IZ745O8,2015-03-04T16:43:20,stores misstated advertisements in referred articles,4,histogram,3,5,54,3
13,Crime,5059248136388608,OY1O3UWY,2015-03-05T21:54:30,These are variables used for crime statistics.,4,histogram,5,20,33,3
36,Company Officer Pay,5060098539913216,GBHYMCW8,2015-03-05T16:56:44,The chief executives of the company are compensated in the millions.,4,topic-in-a-box,3,10,196,4
39,Environmentalism,5060984376918016,8BI3KP4V,2015-03-05T20:46:38,The well-being of the environment and the planet.,4,word,5,10,42,3
26,musical jazz album,5061946986463232,187KAFXM,2015-03-05T20:43:15,A music article about several different genres. Possibly the grammys?,4,wordcloud,4,10,19,1
27,Fashion design,5063287016259584,W2E9OU8U,2015-03-05T16:10:53,International fashion from around the world.,4,histogram,4,20,113,4
46,Children's museum,5064695228661760,NT62376N,2015-03-06T18:20:01,What are the features of the children's museum,4,wordcloud,4,20,54,3
5,A city,5065432889294848,41W7CE6D,2015-03-05T18:06:34,All the words are about a city.,4,word,5,20,79,4
12,communication advise,5065863996637184,C30IZ7L3,2015-03-06T04:20:54,these words can be used to advise someone about communication with others,4,topic-in-a-box,4,10,93,1
37,Neighborhood,5068731424178176,UWIICJKG,2015-03-05T18:40:44,The city center has buildings and a park.,4,topic-in-a-box,4,5,84,5
31,Iraq war,5069884086026240,SC85Y3J4,2015-03-05T16:50:57,The USA invaded Iraq and started a war.,4,topic-in-a-box,5,10,25,5
44,entertainment,5070190639316992,S0YOA6G4,2015-03-03T07:12:50,"it covers different entertainment types such as theater, dance, ballet and opera",4,word,5,20,99,1
41,Politics,5073292679446528,S5OABQFG,2015-03-05T17:38:15,The many countries and leaders involved in world politics.,4,wordcloud,4,20,20,2
38,minority,5074178516451328,J4D9XMB3,2015-03-05T22:28:50,democrats is the minority in the house.,4,topic-in-a-box,4,5,131,3
8,Market Prices Increase,5075141125996544,ZUK5S752,2015-03-05T22:28:44,Market prices and percents are increasing in the states from millions to billions since last year,4,histogram,2,10,46,2
43,Women's married life,5075380570423296,XZQKZPM9,2015-03-05T20:32:52,How men and women function in marriage,4,histogram,4,10,25,4
0,Cooking,5075817314910208,CFDWBOIH,2015-03-05T17:30:23,There are many ways to cook many different kinds of food.,4,wordcloud,2,10,41,3
43,Gender and Age,5076624231890944,3MBVHKSP,2015-03-05T12:51:53,Discussing differences between genders by age.,4,wordcloud,3,5,20,1
18,coach contract terms,5078334971052032,8ZGADJSL,2015-03-03T10:17:26,The los angeles coach seeking contract terms.,4,wordcloud,5,10,37,5
0,Cooking fish,5078385973788672,T2LWO150,2015-03-03T07:35:39,All are things involving cooking the fish,4,wordcloud,4,5,41,1
21,New Jersey Politics,5078995053838336,05CQN87L,2015-03-05T16:53:22,Discusses the governmental structure surrounding New Jersey,4,topic-in-a-box,4,10,42,3
11,Opinion,5079378379669504,5XY7CCCW,2015-03-06T12:51:59,This is an opinion article,4,word,2,10,22,4
39,tennis,5079829082800128,44ICR8OD,2015-03-05T03:20:36,Articles about the latest tennis match.,4,topic-in-a-box,2,5,40,3
21,Most important issue,5080035778101248,SQ4MRDGK,2015-03-03T07:29:26,Polls say that the public reports a certain issue as the most important.,4,wordcloud,2,5,174,5
36,City Life,5080352800374784,0P0NES6C,2015-03-05T20:34:24,Things people would see while living in a big city,4,histogram,5,5,27,5
37,Politics,5081233805541376,10EDEUN1,2015-03-05T18:54:17,Democrats and Republicans voted on the bill,4,histogram,3,20,19,5
16,Home loans,5081494456369152,F0UTO7VZ,2015-03-03T12:31:25,The article is about home mortgages.,4,word,4,5,62,1
35,Outdoors,5081881271861248,S0WUKFNK,2015-03-05T16:07:39,Winter weather help?,4,topic-in-a-box,2,10,13,5
3,church revivals,5083214590771200,NT5E0SLX,2015-03-05T17:26:35,a multi-denominational church revival,4,wordcloud,2,5,293,1
49,canadian-chinese trade,5084122976354304,9HLMBCOR,2015-03-05T00:11:16,How people trade items or commute between China and Canada,4,histogram,3,10,51,5
36,construction industry booms,5084360541732864,V5NXGVFL,2015-03-03T13:45:01,The construction industry is booming in the city center.,4,histogram,2,10,25,1
23,family,5085515082629120,WATLI52O,2015-03-04T10:20:32,seems to be about members of a family,4,topic-in-a-box,3,5,62,2
14,Police brutality,5085541120868352,8TDODVYW,2015-03-03T12:35:53,Somethin to do with police officers killing a man,4,topic-in-a-box,4,5,41,4
14,Slain officer,5086571913019392,ITY101AW,2015-03-05T12:44:45,An article about an officer killed yesterday.,4,topic-in-a-box,4,5,19,5
0,iraq war,5086753643823104,Q6KB2SW3,2015-03-05T15:57:56,US involvement in the middle east.,4,topic-in-a-box,3,10,28,1
37,Politics,5087365945098240,B8R8L816,2015-03-03T13:58:34,The article discusses American Politics.,4,word,5,20,22,2
10,skiing,5087551165562880,CTHSH1TB,2015-03-04T19:14:28,It is time of the year for skiing in the mountains.,4,topic-in-a-box,4,5,68,2
22,report raises questions,5088174472691712,WR535G9E,2015-03-05T12:03:49,A recent report from a public official has raised lots of questions.,4,topic-in-a-box,3,10,42,5
16,Work from home,5088809054109696,ZF9Z1N1O,2015-03-03T06:43:21,Work from home jobs this year,4,word,4,5,25,5
16,"time, humans",5089433703415808,RGQUKHJI,2015-03-05T13:16:25,Time is something that we humans have in order to accomplish many things. ,4,histogram,4,10,73,4
41,Execution of Saddam hussein,5090437383585792,85W056VQ,2015-03-05T03:17:11,videos depiting the death of government officals ,4,word,2,20,113,4
26,concert,5090669043384320,JIETTK3K,2015-03-05T04:25:28,This is a concert review.,4,word,4,20,27,2
14,police involvement in shootings,5091725873774592,MWVNVOAK,2015-03-03T03:58:27,There are many situations that police and citizens are involved in shooting on a daily basis.,4,topic-in-a-box,4,20,87,3
6,Bush Administration,5091885324435456,7LC902HF,2015-03-03T05:09:32,The Bush years.  This describes a rough spell in our politics and foreign policy.,4,word,4,5,47,5
28,Nuclear power,5093214348378112,F6TQ2AZ9,2015-03-05T15:36:45,There are nuclear power plants globally.,4,word,4,5,30,4
43,Children,5093710417100800,FV2ZDV3G,2015-03-05T19:20:29,Young women and men are waiting longer to have children due to their working careers.,4,wordcloud,3,5,32,1
42,Obituary,5094216417935360,M1NTHWXN,2015-03-06T02:39:21,The obituary of a relative and the people who are left behind.,4,wordcloud,4,20,51,3
44,Theater events,5094432508477440,5B20KONS,2015-03-05T12:04:01,Different events being held at a particular theater.,4,histogram,4,20,78,1
48,baseball,5094725639995392,3AOFKJR9,2015-03-03T08:25:01,annual baseball players contracts,4,word,4,5,31,4
39,global energy prices,5095272711454720,4USV3EMZ,2015-03-05T01:33:57,Article about the changes in the world energy prices.,4,word,4,20,69,2
36,brooklyn manhattan park,5096699714338816,ENCXFXBW,2015-03-05T15:24:42,There is very less parking space available in the brooklyn/manhattan area,4,histogram,4,20,55,4
11,Advice,5097326511128576,CB8J112Z,2015-03-06T07:30:44,Advice offered for various subjects by people,4,wordcloud,2,5,53,4
45,auto article,5098158929477632,WNC9POVH,2015-03-05T17:48:03,"An article about recent automotive trends or news, not necessarily a review.",4,histogram,4,10,32,3
5,City places,5098436491739136,TK70V6JJ,2015-03-04T17:00:37,A city with a hotel that has rooms and open bars and restaurants at night.,4,word,5,10,98,1
41,Middle East,5099174152372224,6BJTHR22,2015-03-05T15:34:40,These are concepts regarding conflict in the Middle East.,4,word,5,20,22,5
35,companies stocks rise.,5101048368726016,5CWDK6FV,2015-03-05T12:45:58,A company gains a billion dollars and their stocks rise.,4,word,4,20,42,3
36,construction ,5101544974319616,96Q22GBT,2015-03-04T15:27:15,"A piece about the new buildings, parks, and planned spaces being under construction. ",4,word,4,10,97,1
37,Politics,5103107268673536,81TJQOTO,2015-03-03T07:03:29,Politics involving both political parties and the upcoming presidential election. ,4,histogram,4,20,46,5
11,test,5105068458115072,K06VSZSN,2015-03-06T04:34:13,test,4,word,1,10,2,3
47,Money and Power,5105375011405824,E3OQ8CT3,2015-03-05T00:57:45,"Words all relate to politics, money, and law.",4,histogram,4,10,25,2
10,International airport,5108029569630208,79UMANIC,2015-03-03T07:40:57,There is usually a lot of security due to the increased number of travelers.,4,wordcloud,4,10,25,3
6,President Bush,5108261229428736,969VNPFS,2015-03-03T07:35:03,He was mainly responsible for the war in Iraq.,4,word,5,10,19,3
40,Basketball,5108668982886400,KSNDXPLE,2015-03-03T04:00:09,These words relate to New York City NBA Basketball.,4,wordcloud,4,10,29,5
0,Recipe for dogfood,5110297312362496,IYPT6330,2015-03-04T02:22:47,Homemade dogfood is easy to make with just a few ingredients.,4,word,4,10,79,3
31,Restaurant descriptions,5110639836004352,XCE2IJ0O,2015-03-05T20:36:11,"Different restaurants, the food they serve, and the people behind it",4,word,4,10,50,5
6,Realestate,5111001686999040,9OM9HL94,2015-03-06T07:28:10,Local realestate of an area in a downtown location. ,4,topic-in-a-box,4,20,44,4
7,Real Estate,5111808603979776,RL9T0V60,2015-03-05T17:02:34,Home listings for rental or sale.,4,word,4,10,14,1
29,United States,5112864897499136,W7JPLFG3,2015-03-03T06:50:15,US as it relates to the world.,4,topic-in-a-box,3,5,67,5
41,Saddam Hussein,5113570345877504,BJ7SWDZV,2015-03-05T02:36:17,"We are in a war that involves Saddam Hussein, and other islamic militants.",4,wordcloud,5,20,40,5
35,weather,5114179425927168,9KJP0Q18,2015-03-06T15:32:09,weather in specific areas,4,topic-in-a-box,2,20,25,4
3,religious book review,5115751115522048,JYON8IL4,2015-03-05T11:58:19, A writer reviews  a book about various religions.,4,word,3,10,84,5
14,Cure,5116028677783552,LRS3PBGN,2015-03-03T07:16:19,There may be some medical cures to some cancers that will improve health.,4,wordcloud,4,20,66,3
28,"Politics, dipolmacy, issues",5117065643950080,C1VDG6IC,2015-03-05T18:19:48,International relations and issues pertaining to our nation,4,wordcloud,4,20,126,3
34,nature,5118827385847808,9ESVNWA7,2015-03-05T12:55:56,glorious trees and water can be seen in nature,4,histogram,4,10,16,2
17,judicial system,5119137160364032,AGIKXAD4,2015-03-03T07:00:33,the specifics of the judiciary system,4,word,2,20,40,1
5,hotel restaurant,5119797780021248,I6NWX2YW,2015-03-05T13:15:11,The hotel has opened a new bar and restaurant in its complex.,4,wordcloud,4,5,31,1
35,Company Offices Held,5119883142496256,STXFNULV,2015-03-04T00:37:05,Within each company there are many different levels and positions and offices to hold.,4,word,4,5,38,5
49,Mass transportation,5121103718514688,YO7II0EC,2015-03-03T02:59:30,China uses trains for mass transit of population while Canada meets transportation demand through bussing.,4,wordcloud,3,10,81,1
1,Heath Insurance,5121756285108224,Y3KXIM0U,2015-03-05T16:59:03,Health insurance is discussed in various citiles. ,4,word,3,20,40,1
24,super bowl teams,5121938015911936,Y4Y2FNS4,2015-03-06T01:05:37,the patriots and giants are playing in the superbowl,4,histogram,4,10,23,1
10,Security on airlines,5122794861887488,MSOQM7A5,2015-03-03T03:53:26,Air travelers undergo increased security on international flights.,4,word,4,10,77,5
32,restaurant review,5122975518949376,WR535G9E,2015-03-05T12:03:49,"I restaurant gets a good review, at least for its chicken and wine.",4,topic-in-a-box,3,10,36,5
29,False advertising,5123993426198528,3KWZGK3O,2015-03-04T05:49:17,A business has created false advertisement to market their brand.,4,word,2,20,77,5
5,tourism,5124333265485824,7WHJILBZ,2015-03-05T15:51:01,Words used to describe a night on the town.,4,wordcloud,4,10,29,2
3,religion,5125214270652416,WRNEWC2F,2015-03-05T15:52:48,A jewish chrisitian church has opened.,4,wordcloud,2,5,35,5
2,Media,5127069696524288,51YAF12W,2015-03-04T04:41:13,Collection of things people use for information,4,word,4,5,11,5
2,Insurance plans,5127195055882240,EQH6LPJB,2015-03-05T12:48:18,A group of insurance plans.,4,topic-in-a-box,4,5,51,2
49,China,5127717162844160,93Z17YCL,2015-03-05T15:25:10,Taking a train to hong kong in China,4,word,4,5,18,2
17,Federal court,5128103441465344,29JEYGKS,2015-03-03T09:51:10,A judge works in fedreal court hears a case.,4,wordcloud,4,5,26,3
10,air travel,5128398720466944,LPPAKF16,2015-03-05T20:27:04,The words represent airport safety when flying international.,4,wordcloud,4,10,33,3
43,Young Women Marry,5129616880566272,ZXX9UN5B,2015-03-05T16:50:02,Young women are most likely to marry and have children.,4,histogram,3,20,358,1
30,war in Iraq,5129910012084224,JIETTK3K,2015-03-05T04:25:28,These discuss the war in Iraq.,4,word,5,20,28,2
35,career,5130467284090880,PKRNUVNL,2015-03-05T12:48:42,common career concepts,4,wordcloud,3,10,16,3
18,lief,5131353121095680,4UG4E95N,2015-03-05T16:56:27,find it.,4,word,3,20,10,1
38,Tennis,5131884086427648,QI5DSZN7,2015-03-05T18:26:05,Serena Williams won the final in the second set.,4,wordcloud,4,10,81,5
38,The US Open,5132315730640896,NWN1G51W,2015-03-05T16:10:58,The US Open involves many top-notch tennis players.,4,wordcloud,4,20,77,2
27,Genres of Music,5133655760437248,BI2Y0JK7,2015-03-05T12:54:00,Formulas for artists in different musical genres and their fans.,4,topic-in-a-box,4,10,19,2
14,health  and medicine,5134358524461056,Y4Y2FNS4,2015-03-06T01:05:38,drugs are studied on patients prior for research.,4,histogram,4,10,34,1
49,China's Societal Issues.,5135063972839424,1O7A21SC,2015-03-05T18:58:25,The Chinese city of Hong Kong having issues with it's transportation services and other public services.,4,wordcloud,5,20,38,4
2,Health Care law,5135801633472512,LS16D5D9,2015-03-05T15:43:16,The process of passing legislation regarding health care.,4,topic-in-a-box,4,20,72,4
44,performing arts center,5136232740814848,NT5E0SLX,2015-03-05T17:26:35,"profile of a performing arts center featuring opera, theater, and dance",4,wordcloud,4,5,48,1
47,Taxes,5136419571892224,SRK0OGSH,2015-03-05T21:31:26,This is about federal tax law.,4,wordcloud,4,10,16,2
25,Education,5139100168355840,6QVA7WE2,2015-03-06T00:18:08,This is about a school's education program,4,histogram,5,20,43,2
2,News media,5140252830203904,UX73BTS0,2015-03-05T18:25:54,"You can get news from a broad variety of media, including TV, radio, and show series with millions of viewers and opportunities to catch up every day.",4,wordcloud,5,5,43,2
49,Baseball league contract,5143445601517568,1CQCD6QL,2015-03-03T02:52:55,The team players signed the league contrct.,4,topic-in-a-box,5,5,31,5
49,Sports league players,5143661423624192,FIYDAUEE,2015-03-05T20:41:55,Sports leagues helps Yankees player clench a million dollar contract.,4,topic-in-a-box,4,10,39,2
18,legal system,5145749314600960,DIVDHG6O,2015-03-06T03:40:18,Trials and lawsuits.,4,topic-in-a-box,3,10,34,1
4,Theater and Acting,5145824208093184,S5OABQFG,2015-03-05T17:38:15,The different acting venues of the world.,4,wordcloud,3,20,28,2
25,School to College Transfer,5146186059087872,3WN47Y4C,2015-03-05T20:51:34,How education between highschool and college differ,4,wordcloud,5,10,115,2
26,Education Types,5146486975234048,BI2Y0JK7,2015-03-05T12:54:00,The connections between types and grades of education.,4,topic-in-a-box,4,10,20,2
48,sports,5146992976068608,J9BA1ZV3,2015-03-05T15:28:25,sport concepts,4,histogram,4,20,15,5
4,New York City,5147491997581312,AYZIG0UZ,2015-03-04T16:37:39,New York City shows and neighborhoods,4,histogram,4,20,29,2
2,TV-radio comparison,5148703715229696,UHOHNVQW,2015-03-04T01:17:53,Comparison of influence of TV versus radio,4,word,4,5,104,3
39,strategic resource use,5149363798016000,DBVLCM6C,2015-03-05T18:52:53,Talking about the limited supply of energy left on earth. ,4,wordcloud,5,5,45,2
47,A theater event,5150103069261824,S0WUKFNK,2015-03-05T16:07:39,These articles had to do with a certain event that was coming to a nearby art theater and or museum.,4,topic-in-a-box,5,10,47,5
16,Movie Art Display,5150404522278912,87OEHHLV,2015-03-04T14:47:14,Film director are donating museum art from their movie films.,4,topic-in-a-box,4,10,94,1
44,performing arts,5150978168848384,9HLMBCOR,2015-03-05T00:11:16,"Any performing arts you may see in a theater related to music, such as opera, dance, musical, ect,",4,histogram,5,10,70,5
19,world history books,5151602549719040,JCZ0J5HH,2015-03-06T09:08:06,"Review world history books tells a story, no, a novel, about war and how we should review our future course in life.",4,histogram,4,10,56,1
11,TSA,5151863200546816,59HI2T9M,2015-03-04T14:14:27,Tsa airport security is a problem,4,topic-in-a-box,4,5,24,3
3,religion,5152250016038912,IVNWW8R7,2015-03-05T16:53:48,faith can be practiced in various christian and jewish instutions.,4,histogram,3,5,514,4
48,Baseball League,5152852116766720,AYZIG0UZ,2015-03-04T16:37:39,MLB Baseball Discussion of contracts,4,histogram,4,20,30,2
1,Dog Food Recipes ,5153583334948864,0S798TA9,2015-03-05T20:23:17,Preparing and smoking fish oil for us in a cup of  salted dog food.,4,topic-in-a-box,3,10,118,4
31,restaurant article,5153813921005568,WNC9POVH,2015-03-05T17:48:03,"A description of some new local restaurants, not necessarily reviews.",4,histogram,4,10,46,3
12,Modern technology,5154729285910528,ORDQ6DUX,2015-03-04T18:10:24,This article is most likely talking about how most things are converting now to online versions.,4,wordcloud,4,20,60,4
8,Inflation,5155067514585088,9JDHK29I,2015-03-03T07:19:27,Breakdown of the mechanics of inflation.,4,histogram,3,20,29,3
17,Criminal justice,5155909865046016,8J70BSFP,2015-03-04T04:39:07,Court system in the united states,4,word,5,20,17,1
14,Medical research,5156940657197056,X572DJON,2015-03-05T16:14:27,Medical research is mired in corporate interests,4,wordcloud,3,5,28,5
18,contract,5158543216869376,ULCO2SN5,2015-03-05T15:55:15,sports contract for los angeles player,4,wordcloud,3,10,29,4
29,Iranian sanctions imposed,5159177798287360,V39YTL3W,2015-03-03T10:49:59,The US and europe impose trade sanctions on Iran for its continued nuclear program,4,topic-in-a-box,2,10,74,2
0,Water pollution.,5160398642741248,X5EQN5KM,2015-03-05T12:09:27,Different types of water pollution and how it is having an impact on the enviiornment.,4,word,1,20,55,5
49,international transportation,5161657873465344,IYPT6330,2015-03-04T02:22:47,The interplay between Chinese and Canadian transit authorities,4,word,4,10,90,3
18,Cities,5162254068613120,APZSH3RA,2015-03-03T13:25:11,This article is about cities in California and Chicago,4,histogram,4,20,30,1
38,tennis game,5162901534932992,JYON8IL4,2015-03-05T11:58:19,The Williams sisters play tennis.,4,word,3,10,65,5
3,church and religion,5163287813554176,UZC26DPW,2015-03-03T04:57:06,The relationships between different religions and their clergy.,4,histogram,4,5,38,2
31,Restaurants,5163583092555776,RL9T0V60,2015-03-05T17:02:34,Restaurant reviews.,4,word,5,10,27,1
12,Online Internet Uses,5164079161278464,3F94G7NS,2015-03-06T15:10:35,"Viewers are increasing their usage of web site browsing, and online video watching.",4,wordcloud,4,5,56,4
4,Newyork,5164801252655104,7WHJILBZ,2015-03-05T15:51:02,words describing watching theater in New York,4,wordcloud,4,10,76,2
16,Film about art,5165094384173056,QAE8QYPX,2015-03-04T09:08:07,The articles may have spoken of an art film directed by fellow artists which included museum scenes.,4,topic-in-a-box,3,10,68,1
3,churches and religion,5166537493184512,G240RUDJ,2015-03-05T15:31:45,"This is about churches and religion, possibly conspiracy theories.",4,word,2,10,82,2
40,coach,5167068458516480,4UG4E95N,2015-03-05T16:56:27,training is important,4,word,4,20,9,1
12,Facebook,5167500102729728,ITY101AW,2015-03-05T12:44:44,A study about how people you know like things on facebook.,4,topic-in-a-box,3,5,25,5
8,House for sale,5169542896549888,OD524A0T,2015-03-05T17:16:40,A house has been for sale for a long time,4,topic-in-a-box,4,10,51,1
16,Movie museum.,5170986005561344,GQOSA7G1,2015-03-05T12:31:32,A museum dedicated to film art.,4,topic-in-a-box,5,10,31,2
47,Federal budget,5171603943981056,UX73BTS0,2015-03-05T18:25:54,"The government has to have money to be able to function, and laws and taxes affect the operating budget and accordingly programs for the year.",4,wordcloud,5,5,38,2
18,Justice system,5172321471954944,HA41EB5A,2015-03-03T07:00:17,I think the words have to do with the justice system.,4,topic-in-a-box,5,20,28,3
37,Democratic Campaigning,5173476012851200,B9KWZWYC,2015-03-03T14:11:26,Democrats campaign for offices of senate and congress.,4,word,1,20,39,2
38,Connections in Politics,5174714574045184,BI2Y0JK7,2015-03-05T12:54:00,"The network of varying groups, individuals, and concepts in politics.",4,topic-in-a-box,4,10,26,2
42,war,5175326875320320,XV9K7CW9,2015-03-03T06:55:53,the war against saddam,4,topic-in-a-box,4,5,25,4
7,real estate opportunities,5175512095784960,IYPT6330,2015-03-04T02:22:47,Many types of real estate opportunities are available on a given day.,4,word,5,10,88,3
21,PEOPLES OPINIONS,5178398313807872,YCJWZ3NA,2015-03-04T02:26:32,WHERE A REPORTER MAY HAVE ASKED LOCALS FOR THEIR OPINION ON CERTAIN TOPICS,4,word,4,20,68,2
29,Scandal,5178629973606400,0KY1L9V4,2015-03-04T04:58:43,A scandal involving presidential interaction with a corporation.,4,word,3,20,88,3
0,cooking,5179037727064064,6JUC742V,2015-03-03T12:24:32,This describes something about preparing food,4,wordcloud,2,10,22,1
34,weather on earth,5179250059509760,XLZQLPUJ,2015-03-03T06:41:38,effects of weather on this plannet,4,histogram,4,5,27,1
38,Baseball,5180666056540160,2NVOQXQW,2015-03-04T21:23:48,Hitting a ball by different people,4,word,2,20,36,1
